ITEM_CODE	ITEM_NAME	SUPPLIER	COLLECTION	SERIAL	STATUS
FABCARE-S69	A - BLUE SKY III SILICON TWINE TUSCANY Sr No 331	Home Ideas	BLUE SKY III	331	AUTO
FABCARE-S43	A - BLUE SKY III SLALOM TRACK THUNDER Sr No 305	Home Ideas	BLUE SKY III	305	AUTO
FABCARE-S64	A - BLUE SKY III SLALOM TRACK TORTILLA Sr No 326	Home Ideas	BLUE SKY III	326	AUTO
FABCARE-S42	A - BLUE SKY III SPECTRA TRUG ONYX Sr No 304	Home Ideas	BLUE SKY III	304	AUTO
FABCARE-S49	A - BLUE SKY III SPECTRA TRUG SMOKE Sr No 311	Home Ideas	BLUE SKY III	311	AUTO
FABCARE-S65	A - BLUE SKY III TINSEL DDHF90585 55 Sr No 327	Home Ideas	BLUE SKY III	327	AUTO
FABCARE-S81	A - BLUE SKY III WENLOW GRAIN LATTE Sr No 343	Home Ideas	BLUE SKY III	343	AUTO
FABCARE-S66	A - BLUE SKY III WENLOW GRAIN MOCHA Sr No 328	Home Ideas	BLUE SKY III	328	AUTO
FABCARE-S73	A - BLUE SKY III WENLOW GRAIN PEANUT Sr No 335	Home Ideas	BLUE SKY III	335	AUTO
FABCARE-S53	A - BLUE SKY III WINKLER SASH FOG Sr No 315	Home Ideas	BLUE SKY III	315	AUTO
FABCARE-S75	A - BLUE SKY III WINKLER SASH WHEAT Sr No 337	Home Ideas	BLUE SKY III	337	AUTO
FABCARE-S90	A - BLUE SKY IV ADRIATIC DDHF90600 42 Sr No 409	Home Ideas	BLUE SKY IV	409	AUTO
FABCARE-S122	A - BLUE SKY IV ADRIATIC DDHF90600 50 Sr No 441	Home Ideas	BLUE SKY IV	441	AUTO
FABCARE-S114	A - BLUE SKY IV ADRIATIC DDHF90600 82 Sr No 433	Home Ideas	BLUE SKY IV	433	AUTO
FABCARE-S111	A - BLUE SKY IV AUTHENTIC DDHF90587 17 Sr No 430	Home Ideas	BLUE SKY IV	430	AUTO
FABCARE-S119	A - BLUE SKY IV AUTHENTIC DDHF90587 22 Sr No 438	Home Ideas	BLUE SKY IV	438	AUTO
FABCARE-S93	A - BLUE SKY IV AUTHENTIC DDHF90587 23 Sr No 412	Home Ideas	BLUE SKY IV	412	AUTO
FABCARE-S110	A - BLUE SKY IV BRANNON FLECK CERULEAN Sr No 429	Home Ideas	BLUE SKY IV	429	AUTO
FABCARE-S94	A - BLUE SKY IV CHRISTOPHER RIB APPLE Sr No 413	Home Ideas	BLUE SKY IV	413	AUTO
FABCARE-S104	A - BLUE SKY IV CHRISTOPHER RIB FIR Sr No 423	Home Ideas	BLUE SKY IV	423	AUTO
FABCARE-S117	A - BLUE SKY IV CROGLIO LATTICE ARCTIC Sr No 436	Home Ideas	BLUE SKY IV	436	AUTO
FABCARE-S126	A - BLUE SKY IV CROGLIO LATTICE CORNFLOWER Sr No 445	Home Ideas	BLUE SKY IV	445	AUTO
FABCARE-S101	A - BLUE SKY IV CROGLIO LATTICE JADE Sr No 420	Home Ideas	BLUE SKY IV	420	AUTO
FABCARE-S116	A - BLUE SKY IV DIONYSUS STRIA TURKISH Sr No 435	Home Ideas	BLUE SKY IV	435	AUTO
FABCARE-S109	A - BLUE SKY IV ELYSE FLORA CERULEAN Sr No 428	Home Ideas	BLUE SKY IV	428	AUTO
FABCARE-S82	A - BLUE SKY IV ELYSE FLORA JADE Sr No 401	Home Ideas	BLUE SKY IV	401	AUTO
FABCARE-S128	A - BLUE SKY IV ERIK PIED GEM Sr No 447	Home Ideas	BLUE SKY IV	447	AUTO
FABCARE-S103	A - BLUE SKY IV ESTRO PAVE FERN Sr No 422	Home Ideas	BLUE SKY IV	422	AUTO
FABCARE-S107	A - BLUE SKY IV FREDON TRACK AQUAMARINE Sr No 426	Home Ideas	BLUE SKY IV	426	AUTO
FABCARE-S88	A - BLUE SKY IV FREDON TRACK LEMONADE Sr No 407	Home Ideas	BLUE SKY IV	407	AUTO
FABCARE-S86	A - BLUE SKY IV GRAVEL DDHF90586 31 Sr No 405	Home Ideas	BLUE SKY IV	405	AUTO
FABCARE-S83	A - BLUE SKY IV GRAVEL DDHF90586 62 Sr No 402	Home Ideas	BLUE SKY IV	402	AUTO
FABCARE-S85	A - BLUE SKY IV GRIMALDI PEBBLE IGUANA Sr No 404	Home Ideas	BLUE SKY IV	404	AUTO
FABCARE-S87	A - BLUE SKY IV HERA ESSENTIAL HUNTER Sr No 406	Home Ideas	BLUE SKY IV	406	AUTO
FABCARE-S97	A - BLUE SKY IV HERA ESSENTIAL PINE Sr No 416	Home Ideas	BLUE SKY IV	416	AUTO
FABCARE-S99	A - BLUE SKY IV LAMONT VEGA SEAFOAM Sr No 418	Home Ideas	BLUE SKY IV	418	AUTO
FABCARE-S113	A - BLUE SKY IV LIESEL GRAPHIC ICE BLUE Sr No 432	Home Ideas	BLUE SKY IV	432	AUTO
FABCARE-S96	A - BLUE SKY IV LIESEL GRAPHIC KELLY Sr No 415	Home Ideas	BLUE SKY IV	415	AUTO
FABCARE-S129	A - BLUE SKY IV LIESEL GRAPHIC SPACE Sr No 448	Home Ideas	BLUE SKY IV	448	AUTO
FABCARE-S125	A - BLUE SKY IV LUMINO DDHF90602 23 Sr No 444	Home Ideas	BLUE SKY IV	444	AUTO
FABCARE-S106	A - BLUE SKY IV LUMINO DDHF90602 25 Sr No 425	Home Ideas	BLUE SKY IV	425	AUTO
FABCARE-S95	A - BLUE SKY IV LUMINO DDHF90602 26 Sr No 414	Home Ideas	BLUE SKY IV	414	AUTO
FABCARE-S130	A - BLUE SKY IV LUMINO DDHF90602 31 Sr No 449	Home Ideas	BLUE SKY IV	449	AUTO
FABCARE-S102	A - BLUE SKY IV METEOR ARCH APPLE Sr No 421	Home Ideas	BLUE SKY IV	421	AUTO
FABCARE-S91	A - BLUE SKY IV MOKOLO HEXA FERN Sr No 410	Home Ideas	BLUE SKY IV	410	AUTO
FABCARE-S115	A - BLUE SKY IV MOKOLO HEXA SKY Sr No 434	Home Ideas	BLUE SKY IV	434	AUTO
FABCARE-S112	A - BLUE SKY IV MOKOLO HEXA YALE Sr No 431	Home Ideas	BLUE SKY IV	431	AUTO
FABCARE-S84	A - BLUE SKY IV NEWARK NOIR APPLE Sr No 403	Home Ideas	BLUE SKY IV	403	AUTO
FABCARE-S124	A - BLUE SKY IV OLWEN HAPTIC SHELL Sr No 443	Home Ideas	BLUE SKY IV	443	AUTO
FABCARE-S98	A - BLUE SKY IV SILICON TWINE APPLE Sr No 417	Home Ideas	BLUE SKY IV	417	AUTO
FABCARE-S121	A - BLUE SKY IV SILICON TWINE CERULEAN Sr No 440	Home Ideas	BLUE SKY IV	440	AUTO
FABCARE-S89	A - BLUE SKY IV SLALOM TRACK PISTACHIO Sr No 408	Home Ideas	BLUE SKY IV	408	AUTO
FABCARE-S127	A - BLUE SKY IV SPECTRA TRUG GEM Sr No 446	Home Ideas	BLUE SKY IV	446	AUTO
FABCARE-S92	A - BLUE SKY IV SPECTRA TRUG KELLY Sr No 411	Home Ideas	BLUE SKY IV	411	AUTO
FABCARE-S118	A - BLUE SKY IV SPECTRA TRUG OCEAN Sr No 437	Home Ideas	BLUE SKY IV	437	AUTO
FABCARE-S100	A - BLUE SKY IV WENLOW GRAIN PICKLE Sr No 419	Home Ideas	BLUE SKY IV	419	AUTO
FABCARE-S108	A - BLUE SKY IV WENLOW GRAIN TURKISH Sr No 427	Home Ideas	BLUE SKY IV	427	AUTO
FABCARE-S123	A - BLUE SKY IV WINKLER SASH CELESTE Sr No 442	Home Ideas	BLUE SKY IV	442	AUTO
FABCARE-S105	A - BLUE SKY IV WINKLER SASH PICKLE Sr No 424	Home Ideas	BLUE SKY IV	424	AUTO
FABCARE-S120	A - BLUE SKY IV WINKLER SASH YALE Sr No 439	Home Ideas	BLUE SKY IV	439	AUTO
17404441	A - BOUTIQUE STRIPE Sr No. 1 Shade DECO STRIPE-FASTLANE-DESERT	Home Ideas	BOUTIQUE STRIPE	1	AUTO
17404450	A - BOUTIQUE STRIPE Sr No. 10 Shade DECO STRIPE-FASTLANE-PEWTER	Home Ideas	BOUTIQUE STRIPE	10	AUTO
17404451	A - BOUTIQUE STRIPE Sr No. 11 Shade DECO STRIPE-FASTLANE-POOL	Home Ideas	BOUTIQUE STRIPE	11	AUTO
17404452	A - BOUTIQUE STRIPE Sr No. 12 Shade DECO STRIPE-FASTLANE-MEDITERRANEAN	Home Ideas	BOUTIQUE STRIPE	12	AUTO
17404453	A - BOUTIQUE STRIPE Sr No. 13 Shade DECO STRIPE-FASTLANE-LAGOON	Home Ideas	BOUTIQUE STRIPE	13	AUTO
17404454	A - BOUTIQUE STRIPE Sr No. 14 Shade DECO STRIPE-FASTLANE-DOVE	Home Ideas	BOUTIQUE STRIPE	14	AUTO
17404455	A - BOUTIQUE STRIPE Sr No. 15 Shade DECO STRIPE-FASTLANE-DUSTY ROSE	Home Ideas	BOUTIQUE STRIPE	15	AUTO
17404456	A - BOUTIQUE STRIPE Sr No. 16 Shade DECO STRIPE-FASTLANE-BLOSSOM	Home Ideas	BOUTIQUE STRIPE	16	AUTO
17404457	A - BOUTIQUE STRIPE Sr No. 17 Shade DECO STRIPE-FASTLANE-LAVENDER	Home Ideas	BOUTIQUE STRIPE	17	AUTO
17404458	A - BOUTIQUE STRIPE Sr No. 18 Shade DECO STRIPE-FASTLANE-FERN	Home Ideas	BOUTIQUE STRIPE	18	AUTO
17404459	A - BOUTIQUE STRIPE Sr No. 19 Shade DECO STRIPE-FASTLANE-CHARTREUSE	Home Ideas	BOUTIQUE STRIPE	19	AUTO
17404442	A - BOUTIQUE STRIPE Sr No. 2 Shade DECO STRIPE-FASTLANE-SPICE	Home Ideas	BOUTIQUE STRIPE	2	AUTO
17404460	A - BOUTIQUE STRIPE Sr No. 20 Shade DECO STRIPE-FASTLANE-CLEMENTINE	Home Ideas	BOUTIQUE STRIPE	20	AUTO
17404461	A - BOUTIQUE STRIPE Sr No. 21 Shade DECO STRIPE-FASTLANE-CARDINAL	Home Ideas	BOUTIQUE STRIPE	21	AUTO
17404462	A - BOUTIQUE STRIPE Sr No. 22 Shade DECO STRIPE-FASTLANE-FUSCHIA	Home Ideas	BOUTIQUE STRIPE	22	AUTO
17404463	A - BOUTIQUE STRIPE Sr No. 23 Shade DECO STRIPE-FASTLANE-PETAL	Home Ideas	BOUTIQUE STRIPE	23	AUTO
17404464	A - BOUTIQUE STRIPE Sr No. 24 Shade DECO STRIPE-FASTLANE-SAPPHIRE	Home Ideas	BOUTIQUE STRIPE	24	AUTO
17404465	A - BOUTIQUE STRIPE Sr No. 25 Shade DECO STRIPE-FASTLANE-MARINE	Home Ideas	BOUTIQUE STRIPE	25	AUTO
17404466	A - BOUTIQUE STRIPE Sr No. 26 Shade DECO STRIPE-FASTLANE-EBONY	Home Ideas	BOUTIQUE STRIPE	26	AUTO
17404443	A - BOUTIQUE STRIPE Sr No. 3 Shade DECO STRIPE-FASTLANE-MINT	Home Ideas	BOUTIQUE STRIPE	3	AUTO
17404444	A - BOUTIQUE STRIPE Sr No. 4 Shade DECO STRIPE-FASTLANE-NATURAL	Home Ideas	BOUTIQUE STRIPE	4	AUTO
17404445	A - BOUTIQUE STRIPE Sr No. 5 Shade DECO STRIPE-FASTLANE-SAGE	Home Ideas	BOUTIQUE STRIPE	5	AUTO
17404446	A - BOUTIQUE STRIPE Sr No. 6 Shade DECO STRIPE-FASTLANE-BUFF	Home Ideas	BOUTIQUE STRIPE	6	AUTO
17404447	A - BOUTIQUE STRIPE Sr No. 7 Shade DECO STRIPE-FASTLANE-MOCHA	Home Ideas	BOUTIQUE STRIPE	7	AUTO
17404448	A - BOUTIQUE STRIPE Sr No. 8 Shade DECO STRIPE-FASTLANE-TAUPE	Home Ideas	BOUTIQUE STRIPE	8	AUTO
17404449	A - BOUTIQUE STRIPE Sr No. 9 Shade DECO STRIPE-FASTLANE-STONE	Home Ideas	BOUTIQUE STRIPE	9	AUTO
FABCARE-S144	A - CHENILLE SOFT CHIC CHENILLE PLUSH ABALONE Sr No 14	Home Ideas	CHENILLE SOFT	14	AUTO
FABCARE-S153	A - CHENILLE SOFT CHIC CHENILLE PLUSH AEGEAN Sr No 23	Home Ideas	CHENILLE SOFT	23	AUTO
FABCARE-S139	A - CHENILLE SOFT CHIC CHENILLE PLUSH BUFF Sr No 9	Home Ideas	CHENILLE SOFT	9	AUTO
FABCARE-S155	A - CHENILLE SOFT CHIC CHENILLE PLUSH CHARCOAL Sr No 25	Home Ideas	CHENILLE SOFT	25	AUTO
FABCARE-S138	A - CHENILLE SOFT CHIC CHENILLE PLUSH CHOCOLATE Sr No 8	Home Ideas	CHENILLE SOFT	8	AUTO
FABCARE-S131	A - CHENILLE SOFT CHIC CHENILLE PLUSH CIDER Sr No 1	Home Ideas	CHENILLE SOFT	1	AUTO
FABCARE-S146	A - CHENILLE SOFT CHIC CHENILLE PLUSH CLOUD Sr No 16	Home Ideas	CHENILLE SOFT	16	AUTO
FABCARE-S149	A - CHENILLE SOFT CHIC CHENILLE PLUSH CREPE Sr No 19	Home Ideas	CHENILLE SOFT	19	AUTO
FABCARE-S141	A - CHENILLE SOFT CHIC CHENILLE PLUSH DAISY Sr No 11	Home Ideas	CHENILLE SOFT	11	AUTO
FABCARE-S135	A - CHENILLE SOFT CHIC CHENILLE PLUSH DIJON Sr No 5	Home Ideas	CHENILLE SOFT	5	AUTO
FABCARE-S143	A - CHENILLE SOFT CHIC CHENILLE PLUSH FOG Sr No 13	Home Ideas	CHENILLE SOFT	13	AUTO
FABCARE-S148	A - CHENILLE SOFT CHIC CHENILLE PLUSH GRAPHITE Sr No 18	Home Ideas	CHENILLE SOFT	18	AUTO
FABCARE-S147	A - CHENILLE SOFT CHIC CHENILLE PLUSH METAL Sr No 17	Home Ideas	CHENILLE SOFT	17	AUTO
FABCARE-S133	A - CHENILLE SOFT CHIC CHENILLE PLUSH MIDNIGHT Sr No 3	Home Ideas	CHENILLE SOFT	3	AUTO
FABCARE-S137	A - CHENILLE SOFT CHIC CHENILLE PLUSH MOCHA Sr No 7	Home Ideas	CHENILLE SOFT	7	AUTO
FABCARE-S151	A - CHENILLE SOFT CHIC CHENILLE PLUSH MOSS Sr No 21	Home Ideas	CHENILLE SOFT	21	AUTO
FABCARE-S140	A - CHENILLE SOFT CHIC CHENILLE PLUSH OAT Sr No 10	Home Ideas	CHENILLE SOFT	10	AUTO
FABCARE-S142	A - CHENILLE SOFT CHIC CHENILLE PLUSH PEARL Sr No 12	Home Ideas	CHENILLE SOFT	12	AUTO
FABCARE-S152	A - CHENILLE SOFT CHIC CHENILLE PLUSH PINE Sr No 22	Home Ideas	CHENILLE SOFT	22	AUTO
FABCARE-S132	A - CHENILLE SOFT CHIC CHENILLE PLUSH RAISIN Sr No 2	Home Ideas	CHENILLE SOFT	2	AUTO
FABCARE-S134	A - CHENILLE SOFT CHIC CHENILLE PLUSH RUST Sr No 4	Home Ideas	CHENILLE SOFT	4	AUTO
FABCARE-S150	A - CHENILLE SOFT CHIC CHENILLE PLUSH SEAFOAM Sr No 20	Home Ideas	CHENILLE SOFT	20	AUTO
FABCARE-S145	A - CHENILLE SOFT CHIC CHENILLE PLUSH TAUPE Sr No 15	Home Ideas	CHENILLE SOFT	15	AUTO
FABCARE-S136	A - CHENILLE SOFT CHIC CHENILLE PLUSH TORTILLA Sr No 6	Home Ideas	CHENILLE SOFT	6	AUTO
FABCARE-S154	A - CHENILLE SOFT CHIC CHENILLE PLUSH YALE Sr No 24	Home Ideas	CHENILLE SOFT	24	AUTO
FABCARE-S156	A - CHENILLE SOFT HANGER CHIC CHENILLE PLUSH DAISY Sr No 1	Home Ideas	CHENILLE SOFT HANGER	1	AUTO
FABCARE-S165	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY APRICOT Sr No 9	Home Ideas	COCOON BOUCLE	9	AUTO
FABCARE-S189	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY AUBURN Sr No 33	Home Ideas	COCOON BOUCLE	33	AUTO
FABCARE-S168	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY BISCOTTI Sr No 12	Home Ideas	COCOON BOUCLE	12	AUTO
FABCARE-S158	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CAMEL Sr No 2	Home Ideas	COCOON BOUCLE	2	AUTO
FABCARE-S180	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CELERY Sr No 24	Home Ideas	COCOON BOUCLE	24	AUTO
FABCARE-S191	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CHARCOAL Sr No 35	Home Ideas	COCOON BOUCLE	35	AUTO
FABCARE-S190	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CHESTNUT Sr No 34	Home Ideas	COCOON BOUCLE	34	AUTO
FABCARE-S167	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CLAY Sr No 11	Home Ideas	COCOON BOUCLE	11	AUTO
FABCARE-S171	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CREME Sr No 15	Home Ideas	COCOON BOUCLE	15	AUTO
FABCARE-S173	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CRYSTAL Sr No 17	Home Ideas	COCOON BOUCLE	17	AUTO
FABCARE-S176	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY DENIM Sr No 20	Home Ideas	COCOON BOUCLE	20	AUTO
FABCARE-S162	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY ECRU Sr No 6	Home Ideas	COCOON BOUCLE	6	AUTO
FABCARE-S184	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY FOREST Sr No 28	Home Ideas	COCOON BOUCLE	28	AUTO
FABCARE-S175	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY HYDRANGEA Sr No 19	Home Ideas	COCOON BOUCLE	19	AUTO
FABCARE-S185	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY INK Sr No 29	Home Ideas	COCOON BOUCLE	29	AUTO
FABCARE-S172	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY IVORY Sr No 16	Home Ideas	COCOON BOUCLE	16	AUTO
FABCARE-S157	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY LINEN Sr No 1	Home Ideas	COCOON BOUCLE	1	AUTO
FABCARE-S178	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY MEDITERRANEAN Sr No 22	Home Ideas	COCOON BOUCLE	22	AUTO
FABCARE-S181	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY MINT Sr No 25	Home Ideas	COCOON BOUCLE	25	AUTO
FABCARE-S186	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY NAVY Sr No 30	Home Ideas	COCOON BOUCLE	30	AUTO
FABCARE-S170	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY OATMEAL Sr No 14	Home Ideas	COCOON BOUCLE	14	AUTO
FABCARE-S182	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY OLIVE Sr No 26	Home Ideas	COCOON BOUCLE	26	AUTO
FABCARE-S163	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY PALE BLUSH Sr No 7	Home Ideas	COCOON BOUCLE	7	AUTO
FABCARE-S164	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY PETAL Sr No 8	Home Ideas	COCOON BOUCLE	8	AUTO
FABCARE-S174	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY POWDER BLUE Sr No 18	Home Ideas	COCOON BOUCLE	18	AUTO
FABCARE-S159	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY RUST Sr No 3	Home Ideas	COCOON BOUCLE	3	AUTO
FABCARE-S166	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY SAND Sr No 10	Home Ideas	COCOON BOUCLE	10	AUTO
FABCARE-S187	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY SAPPHIRE Sr No 31	Home Ideas	COCOON BOUCLE	31	AUTO
FABCARE-S161	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY SILVER Sr No 5	Home Ideas	COCOON BOUCLE	5	AUTO
FABCARE-S177	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY SLATE BLUE Sr No 21	Home Ideas	COCOON BOUCLE	21	AUTO
FABCARE-S179	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY SPA Sr No 23	Home Ideas	COCOON BOUCLE	23	AUTO
FABCARE-S188	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY SPICE Sr No 32	Home Ideas	COCOON BOUCLE	32	AUTO
FABCARE-S183	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY SPRUCE Sr No 27	Home Ideas	COCOON BOUCLE	27	AUTO
FABCARE-S160	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY STONE Sr No 4	Home Ideas	COCOON BOUCLE	4	AUTO
FABCARE-S169	A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY WHEAT Sr No 13	Home Ideas	COCOON BOUCLE	13	AUTO
FABCARE-S192	A - COCOON BOUCLE HANGER BOUCLE DELIGHT KNOTTY IVORY Sr No 1	Home Ideas	COCOON BOUCLE HANGER	1	AUTO
FABCARE-S232	A - COMFORT II CASCINA MOTTLED AMAZON Sr No 240	Home Ideas	COMFORT II	240	AUTO
FABCARE-S204	A - COMFORT II CASCINA MOTTLED BEIGE Sr No 212	Home Ideas	COMFORT II	212	AUTO
FABCARE-S196	A - COMFORT II CASCINA MOTTLED CAMEL Sr No 204	Home Ideas	COMFORT II	204	AUTO
FABCARE-S194	A - COMFORT II CASCINA MOTTLED CLEMENTINE Sr No 202	Home Ideas	COMFORT II	202	AUTO
FABCARE-S210	A - COMFORT II CASCINA MOTTLED COBALT Sr No 218	Home Ideas	COMFORT II	218	AUTO
FABCARE-S228	A - COMFORT II CASCINA MOTTLED CORAL Sr No 236	Home Ideas	COMFORT II	236	AUTO
FABCARE-S220	A - COMFORT II CASCINA MOTTLED DOVE Sr No 228	Home Ideas	COMFORT II	228	AUTO
FABCARE-S216	A - COMFORT II CASCINA MOTTLED ECLIPSE BLUE Sr No 224	Home Ideas	COMFORT II	224	AUTO
FABCARE-S234	A - COMFORT II CASCINA MOTTLED FERN Sr No 242	Home Ideas	COMFORT II	242	AUTO
FABCARE-S218	A - COMFORT II CASCINA MOTTLED GRANITE Sr No 226	Home Ideas	COMFORT II	226	AUTO
FABCARE-S202	A - COMFORT II CASCINA MOTTLED IVORY Sr No 210	Home Ideas	COMFORT II	210	AUTO
FABCARE-S212	A - COMFORT II CASCINA MOTTLED LAPIS Sr No 220	Home Ideas	COMFORT II	220	AUTO
FABCARE-S208	A - COMFORT II CASCINA MOTTLED MARINA Sr No 216	Home Ideas	COMFORT II	216	AUTO
FABCARE-S230	A - COMFORT II CASCINA MOTTLED MEHENDI Sr No 238	Home Ideas	COMFORT II	238	AUTO
FABCARE-S214	A - COMFORT II CASCINA MOTTLED PERIWINKLE Sr No 222	Home Ideas	COMFORT II	222	AUTO
FABCARE-S200	A - COMFORT II CASCINA MOTTLED PORTO Sr No 208	Home Ideas	COMFORT II	208	AUTO
FABCARE-S224	A - COMFORT II CASCINA MOTTLED ROSE Sr No 232	Home Ideas	COMFORT II	232	AUTO
FABCARE-S206	A - COMFORT II CASCINA MOTTLED SEAGREEN Sr No 214	Home Ideas	COMFORT II	214	AUTO
FABCARE-S226	A - COMFORT II CASCINA MOTTLED SIENNA Sr No 234	Home Ideas	COMFORT II	234	AUTO
FABCARE-S198	A - COMFORT II CASCINA MOTTLED SILT Sr No 206	Home Ideas	COMFORT II	206	AUTO
FABCARE-S222	A - COMFORT II CASCINA MOTTLED WISTERIA Sr No 230	Home Ideas	COMFORT II	230	AUTO
FABCARE-S231	A - COMFORT II MODE RIPPLE AMAZON Sr No 239	Home Ideas	COMFORT II	239	AUTO
FABCARE-S203	A - COMFORT II MODE RIPPLE BEIGE Sr No 211	Home Ideas	COMFORT II	211	AUTO
FABCARE-S195	A - COMFORT II MODE RIPPLE CAMEL Sr No 203	Home Ideas	COMFORT II	203	AUTO
FABCARE-S193	A - COMFORT II MODE RIPPLE CLEMENTINE Sr No 201	Home Ideas	COMFORT II	201	AUTO
FABCARE-S209	A - COMFORT II MODE RIPPLE COBALT Sr No 217	Home Ideas	COMFORT II	217	AUTO
FABCARE-S227	A - COMFORT II MODE RIPPLE CORAL Sr No 235	Home Ideas	COMFORT II	235	AUTO
FABCARE-S219	A - COMFORT II MODE RIPPLE DOVE Sr No 227	Home Ideas	COMFORT II	227	AUTO
FABCARE-S215	A - COMFORT II MODE RIPPLE ECLIPSE BLUE Sr No 223	Home Ideas	COMFORT II	223	AUTO
FABCARE-S233	A - COMFORT II MODE RIPPLE FERN Sr No 241	Home Ideas	COMFORT II	241	AUTO
FABCARE-S217	A - COMFORT II MODE RIPPLE GRANITE Sr No 225	Home Ideas	COMFORT II	225	AUTO
FABCARE-S201	A - COMFORT II MODE RIPPLE IVORY Sr No 209	Home Ideas	COMFORT II	209	AUTO
FABCARE-S211	A - COMFORT II MODE RIPPLE LAPIS Sr No 219	Home Ideas	COMFORT II	219	AUTO
FABCARE-S207	A - COMFORT II MODE RIPPLE MARINA Sr No 215	Home Ideas	COMFORT II	215	AUTO
FABCARE-S229	A - COMFORT II MODE RIPPLE MEHENDI Sr No 237	Home Ideas	COMFORT II	237	AUTO
FABCARE-S213	A - COMFORT II MODE RIPPLE PERIWINKLE Sr No 221	Home Ideas	COMFORT II	221	AUTO
FABCARE-S199	A - COMFORT II MODE RIPPLE PORTO Sr No 207	Home Ideas	COMFORT II	207	AUTO
FABCARE-S223	A - COMFORT II MODE RIPPLE ROSE Sr No 231	Home Ideas	COMFORT II	231	AUTO
FABCARE-S205	A - COMFORT II MODE RIPPLE SEAGREEN Sr No 213	Home Ideas	COMFORT II	213	AUTO
FABCARE-S225	A - COMFORT II MODE RIPPLE SIENNA Sr No 233	Home Ideas	COMFORT II	233	AUTO
FABCARE-S197	A - COMFORT II MODE RIPPLE SILT Sr No 205	Home Ideas	COMFORT II	205	AUTO
FABCARE-S221	A - COMFORT II MODE RIPPLE WISTERIA Sr No 229	Home Ideas	COMFORT II	229	AUTO
FABCARE-S262	A - COMFORT III RUSTIC BASKETRY AEGEAN Sr No 328	Home Ideas	COMFORT III	328	AUTO
FABCARE-S256	A - COMFORT III RUSTIC BASKETRY BUTTER Sr No 322	Home Ideas	COMFORT III	322	AUTO
FABCARE-S246	A - COMFORT III RUSTIC BASKETRY COFFEE Sr No 312	Home Ideas	COMFORT III	312	AUTO
FABCARE-S244	A - COMFORT III RUSTIC BASKETRY DUNE Sr No 310	Home Ideas	COMFORT III	310	AUTO
FABCARE-S248	A - COMFORT III RUSTIC BASKETRY FLAX Sr No 314	Home Ideas	COMFORT III	314	AUTO
FABCARE-S236	A - COMFORT III RUSTIC BASKETRY MANDARIN Sr No 302	Home Ideas	COMFORT III	302	AUTO
FABCARE-S264	A - COMFORT III RUSTIC BASKETRY MIDNIGHT Sr No 330	Home Ideas	COMFORT III	330	AUTO
FABCARE-S260	A - COMFORT III RUSTIC BASKETRY MINT Sr No 326	Home Ideas	COMFORT III	326	AUTO
FABCARE-S250	A - COMFORT III RUSTIC BASKETRY NATURAL Sr No 316	Home Ideas	COMFORT III	316	AUTO
FABCARE-S240	A - COMFORT III RUSTIC BASKETRY PEAT Sr No 306	Home Ideas	COMFORT III	306	AUTO
FABCARE-S254	A - COMFORT III RUSTIC BASKETRY PORCELAIN Sr No 320	Home Ideas	COMFORT III	320	AUTO
FABCARE-S252	A - COMFORT III RUSTIC BASKETRY PUTTY Sr No 318	Home Ideas	COMFORT III	318	AUTO
